"Property_ID","host_since","host_response_time","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood_cleansed","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","price","minimum_nights","maximum_nights","availability_30","number_of_reviews","number_of_reviews_l30d","review_scores_rating","instant_bookable","reviews_per_month"
13566,"7/12/2015","within an hour","f",4,"t","Sydney",-33.8748288,151.2155158,"Entire home/apt",2,1,1,"$209.00",1,365,4,32,3,4.84,"f",3.68
16771,"19/04/2018","within an hour","f",59,"t","Waverley",-33.895724,151.2618199,"Entire home/apt",8,2,4,"$369.00",2,365,15,0,0,NA,"t",NA
15039,"29/02/2024","within an hour","f",1,"t","The Hills Shire",-33.71207,150.96003,"Private room",2,1,1,"$107.00",1,1125,11,6,1,5,"t",1.07
1016,"25/05/2014","within a few hours","f",1,"t","Warringah",-33.78377,151.26952,"Entire home/apt",2,1,1,"$125.00",5,730,10,86,2,4.86,"f",0.76
11620,"7/02/2021","N/A","f",2,"t","Blacktown",-33.73300337,150.9099226,"Private room",1,1,1,"$64.00",90,365,1,0,0,NA,"t",NA
6706,"24/07/2019","N/A","f",912,"t","Waverley",-33.89027,151.27377,"Entire home/apt",2,NA,1,"",2,365,0,20,0,4.35,"t",0.62
12124,"12/12/2020","within an hour","f",16,"t","Blacktown",-33.74818175,150.804384,"Private room",2,1,1,"$59.00",1,365,15,2,1,5,"f",0.18
7291,"31/07/2015","within a few hours","f",1,"t","Leichhardt",-33.87301,151.16698,"Entire home/apt",2,1,0,"$143.00",2,180,5,20,0,4.85,"f",0.65
14907,"14/01/2014","within an hour","f",1,"t","Pittwater",-33.6214485,151.3371627,"Entire home/apt",5,1,3,"$350.00",3,28,13,1,0,5,"f",0.18
9495,"11/10/2019","within an hour","f",138,"t","Willoughby",-33.79905,151.18046,"Entire home/apt",5,2,2,"$285.00",10,365,29,4,0,4.75,"f",0.21
10321,"25/10/2014","within an hour","t",5,"t","Ryde",-33.78028,151.10967,"Private room",2,1,1,"$91.00",3,365,2,31,2,4.84,"f",1.6
5832,"6/06/2016","within an hour","f",2,"t","Randwick",-33.90882099,151.2493781,"Entire home/apt",2,1,1,"$123.00",2,25,7,158,3,4.55,"f",4.64
13511,"6/03/2016","N/A","f",2,"t","Randwick",-33.92020286,151.2496529,"Private room",2,1,1,"$134.00",1,365,0,2,0,5,"f",0.37
12255,"17/12/2018","within an hour","t",18,"t","Waverley",-33.88772,151.27435,"Entire home/apt",2,1,1,"$208.00",2,365,11,40,1,4.95,"f",3.22
16129,"23/01/2019","within an hour","",2,"t","Sydney",-33.87078836,151.1944541,"Entire home/apt",4,1,1,"$192.00",1,30,28,4,4,5,"f",4
4771,"22/04/2015","within a few hours","t",1,"t","Randwick",-33.92575259,151.2569627,"Entire home/apt",7,1,3,"$468.00",2,90,19,45,0,4.93,"f",0.9
9807,"6/09/2016","within a day","f",1,"t","Pittwater",-33.68953099,151.294061,"Entire home/apt",5,2,2,"$338.00",3,365,28,4,0,5,"f",0.23
6753,"26/12/2016","within an hour","f",1,"t","Sydney",-33.90339,151.18607,"Entire home/apt",4,1,2,"$201.00",2,180,10,142,1,4.76,"f",4.55
891,"26/04/2010","within an hour","f",51,"t","Waverley",-33.89057,151.28287,"Entire home/apt",6,1,2,"$429.00",3,1125,20,177,1,4.75,"f",1.63
5037,"29/08/2024","N/A","f",39,"t","Mosman",-33.82044328,151.2509608,"Entire home/apt",5,2,2,"$415.00",5,1125,13,40,1,4.78,"t",0.78
16273,"7/04/2023","within an hour","f",67,"t","Holroyd",-33.85033,150.97062,"Private room",2,1,1,"$59.00",1,365,5,3,2,4.33,"t",1.53
820,"7/12/2015","N/A","f",1,"t","The Hills Shire",-33.76104,150.99836,"Private room",2,1,1,"$69.00",90,1125,27,0,0,NA,"f",NA
1932,"18/01/2017","N/A","f",1,"t","Canada Bay",-33.82697,151.0925,"Entire home/apt",3,NA,2,"",90,100,0,91,0,4.93,"f",1.04
14614,"8/07/2017","within an hour","",83,"t","Strathfield",-33.86309398,151.0810689,"Private room",2,1,1,"$65.00",1,365,27,7,0,4.14,"t",1.28
8148,"17/07/2019","within an hour","t",4,"t","Sydney",-33.899,151.2013,"Entire home/apt",4,1,1,"$147.00",2,365,15,58,3,4.71,"f",2.23
10147,"25/11/2019","N/A","f",1,"t","Warringah",-33.72130884,151.2982298,"Entire home/apt",5,0,1,"$165.00",90,91,8,1,0,4,"f",0.19
11158,"6/04/2017","within an hour","t",11,"t","Bankstown",-33.95248197,151.0338603,"Entire home/apt",2,1,1,"$74.00",2,90,4,17,0,4.76,"t",1.11
8247,"19/04/2018","within an hour","f",59,"t","Rockdale",-33.96010312,151.1384207,"Entire home/apt",6,2,3,"$361.00",3,365,25,8,0,4.75,"f",0.3
12783,"27/07/2015","within a few hours","f",1,"t","Manly",-33.79542978,151.2789061,"Entire home/apt",7,2,3,"$540.00",6,40,20,4,0,5,"f",0.67
