"Property_ID","host_since","host_response_time","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood_cleansed","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","price","minimum_nights","maximum_nights","availability_30","number_of_reviews","number_of_reviews_l30d","review_scores_rating","instant_bookable","reviews_per_month"
6847,"7/03/2015","within a few hours","f",1,"t","Sydney",-33.90223,151.18735,"Entire home/apt",2,2,1,"$120.00",4,15,0,6,0,4.83,"f",0.18
13300,"1/07/2015","within an hour","t",40,"t","Willoughby",-33.7951368,151.1765667,"Entire home/apt",6,2,3,"$575.00",2,365,0,3,0,4.33,"t",0.32
7641,"11/10/2019","within an hour","f",138,"t","Parramatta",-33.79154588,151.0579609,"Entire home/apt",8,3,4,"$583.00",2,1125,29,11,0,4.36,"f",0.37
5139,"7/01/2011","N/A","f",1,"t","Manly",-33.80229,151.28957,"Entire home/apt",6,2,3,"$540.00",90,700,22,0,0,NA,"f",NA
82,"21/02/2011","within an hour","t",2,"t","Randwick",-33.96857,151.24942,"Entire home/apt",4,2,2,"$200.00",7,80,21,14,0,5,"f",0.1
4573,"22/09/2015","within a few hours","f",37,"t","Auburn",-33.82879,151.07659,"Entire home/apt",4,2,2,"$182.00",2,1125,29,17,0,4.82,"f",0.35
9940,"21/01/2011","within an hour","t",8,"t","Botany Bay",-33.93332,151.19523,"Entire home/apt",6,1,2,"$267.00",1,365,20,50,0,4.8,"t",2.48
17778,"21/03/2017","within an hour","f",1,"f","Parramatta",-33.8021857,151.0559233,"Entire home/apt",2,1,1,"$134.00",1,365,19,0,0,NA,"f",NA
16365,"3/01/2017","within an hour","t",37,"t","Sydney",-33.88037,151.20863,"Entire home/apt",3,1,1,"$127.00",1,365,9,7,3,5,"t",2.56
10468,"29/06/2014","N/A","f",1,"t","Randwick",-33.95246167,151.2486232,"Entire home/apt",6,1,1,"$329.00",90,365,28,2,0,4.5,"f",0.11
11586,"29/08/2014","N/A","f",1,"t","Pittwater",-33.69874027,151.2801056,"Private room",4,1,1,"$250.00",90,365,28,0,0,NA,"f",NA
9495,"11/10/2019","within an hour","f",138,"t","Willoughby",-33.79905,151.18046,"Entire home/apt",5,2,2,"$285.00",10,365,29,4,0,4.75,"f",0.21
