"Property_ID","host_since","host_response_time","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood_cleansed","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","price","minimum_nights","maximum_nights","availability_30","number_of_reviews","number_of_reviews_l30d","review_scores_rating","instant_bookable","reviews_per_month"
15009,"24/12/2016","within an hour","",14,"t","Sydney",-33.8766361,151.2125193,"Entire home/apt",3,1,1,"$207.00",3,21,7,9,2,5,"f",1.62
2827,"28/05/2018","within an hour","f",12,"t","Sydney",-33.87923,151.20946,"Private room",2,1,1,"$200.00",1,1125,28,8,0,4.38,"t",0.11
17193,"1/05/2011","within a day","f",2,"t","Randwick",-33.9209064,151.2484678,"Entire home/apt",4,NA,2,"",28,60,0,0,0,NA,"f",NA
5416,"27/09/2021","within an hour","f",1,"t","Pittwater",-33.60062,151.31835,"Entire home/apt",5,1,2,"$416.00",2,20,0,48,0,4.81,"f",1.11
13090,"8/06/2022","within an hour","f",9,"f","Sydney",-33.87680755,151.2136104,"Entire home/apt",4,1,0,"$191.00",2,90,9,9,2,4.56,"t",1.08
3952,"30/07/2014","within an hour","t",1,"t","Manly",-33.79732,151.28577,"Entire home/apt",2,1,1,"$194.00",3,40,29,85,1,4.75,"t",1.24
3353,"10/01/2020","N/A","f",2,"t","Strathfield",-33.87214661,151.0935974,"Private room",1,NA,NA,"",365,365,29,7,0,4.86,"f",0.09
6330,"12/09/2017","N/A","f",1,"t","Woollahra",-33.881882,151.221085,"Entire home/apt",6,NA,3,"",90,365,0,13,0,5,"f",0.34
16054,"20/09/2022","within an hour","f",39,"t","Hornsby",-33.77657224,151.0573921,"Entire home/apt",14,5,6,"$491.00",3,365,18,8,3,4.88,"t",2.16
3008,"24/08/2015","N/A","f",3,"t","Canterbury",-33.90663,151.13318,"Entire home/apt",2,1,1,"$200.00",90,1125,22,0,0,NA,"t",NA
4140,"26/08/2016","within an hour","t",24,"t","Sydney",-33.87907,151.20961,"Entire home/apt",2,1,1,"$299.00",1,1125,28,1,0,5,"f",0.02
8053,"30/12/2017","within an hour","f",2,"t","Marrickville",-33.89772,151.17406,"Private room",1,1,0,"$94.00",1,365,29,33,0,4.39,"t",1.17
3108,"7/03/2019","within an hour","t",1,"t","Randwick",-33.92290516,151.2218026,"Entire home/apt",2,1,1,"$165.00",1,5,13,15,3,5,"f",3.13
5227,"10/02/2018","N/A","f",4,"t","Waverley",-33.89239,151.27272,"Private room",3,0,1,"$378.00",1,1125,12,15,0,4.93,"t",0.44
10136,"4/12/2011","within an hour","f",1,"t","Botany Bay",-33.9275,151.20729,"Private room",1,1,1,"$75.00",4,365,27,6,0,5,"f",0.32
5458,"29/09/2021","N/A","f",1,"t","Warringah",-33.753345,151.296265,"Entire home/apt",6,2,3,"$671.00",2,365,10,24,0,5,"f",0.56
12496,"11/11/2022","within an hour","t",6,"t","Sydney",-33.85804,151.20218,"Entire home/apt",11,3,4,"$1,303.00",5,365,0,0,0,NA,"f",NA
2400,"22/02/2015","within an hour","f",1,"t","Waverley",-33.90141,151.26028,"Entire home/apt",6,2,4,"$388.00",3,1125,11,8,0,4.88,"t",0.09
15102,"10/07/2022","N/A","f",1,"t","Manly",-33.7917677,151.2847271,"Entire home/apt",6,NA,3,"",2,120,0,1,0,5,"t",0.18
4946,"25/08/2019","within an hour","f",169,"t","Burwood",-33.8715904,151.1110798,"Private room",4,3,1,"$69.00",4,365,18,48,1,4.06,"f",1.1
11514,"3/04/2024","within a few hours","t",1,"t","Sydney",-33.86397,151.20304,"Entire home/apt",4,1,1,"$255.00",3,365,28,15,1,4.8,"f",1.18
990,"6/01/2016","N/A","f",3,"t","Botany Bay",-33.94946,151.23079,"Private room",2,2,1,"$86.00",90,1125,0,8,0,4,"f",0.07
18004,"4/12/2024","within a few hours","f",53,"t","Sydney",-33.90629,151.20332,"Entire home/apt",4,1,1,"$226.00",7,365,0,0,0,NA,"f",NA
7579,"28/08/2016","within an hour","t",1,"t","Mosman",-33.8361276,151.2299843,"Entire home/apt",2,1,1,"$190.00",1,365,13,125,3,4.94,"f",4.33
4822,"21/08/2013","within an hour","",4,"t","Sydney",-33.8711853,151.2275391,"Entire home/apt",4,2,2,"$525.00",2,200,17,188,2,4.84,"f",3.34
15231,"29/06/2017","N/A","f",1,"t","Sydney",-33.89127776,151.2157512,"Private room",2,NA,NA,"",4,365,0,1,0,5,"t",0.21
14246,"3/02/2014","within an hour","f",1,"t","Pittwater",-33.6502898,151.3147909,"Entire home/apt",4,NA,2,"$400.00",2,7,27,7,1,5,"f",1.05
